ds,y,Shares traded,Moving_average_50,RSI_14,upper_band_20,middle_band_20,lower_band_20,MACD,MACD_signal,MACD_histogram,GDP growth (annual %),"Inflation, consumer prices (annual %)","Unemployment, total (% of total labor force)",Sentiment,Shanghai Stock Exchange,Dow Jones Industrial Average
2013-10-14,6112.7,142173640,5711.383000000001,66.13589619064257,6130.0563973457365,5924.6775,5719.298602654263,87.2634558192376,70.90196873523276,16.36148708400485,6.3861,10.0,8.0,-0.4588,2237.77294921875,15301.259765625
2013-10-15,6089.05,218304334,5718.3240000000005,64.07895084174315,6150.529643247876,5937.1025,5723.675356752124,90.56177245700474,74.83392947958716,15.72784297741758,6.3861,10.0,8.0,0.7269,2233.412109375,15168.009765625
2013-10-17,6045.85,230561463,5724.683999999999,60.38451300581986,6161.415070386295,5946.885,5732.354929613705,88.66772683181443,77.60068895003262,11.067037881781815,6.3861,10.0,8.0,0.7506,2188.5419921875,15371.650390625
2013-10-18,6189.35,250339955,5734.9130000000005,67.15804013433684,6199.057450339631,5961.38,5723.702549660369,97.62062297353805,81.6046757547337,16.015947218804342,6.3861,10.0,8.0,0.6486,2193.780029296875,15399.650390625
2013-10-21,6204.95,196989071,5745.304,67.80254878362828,6217.886183910064,5965.85,5713.813816089937,104.76695900510549,86.23713240480807,18.529826600297426,6.3861,10.0,8.0,0.9638,2229.237060546875,15392.2001953125
2013-10-22,6202.8,161943721,5758.515,67.60563273584376,6247.340549860536,5975.385,5703.429450139464,109.0005047961622,90.7898068830789,18.210697913083308,6.3861,10.0,8.0,-0.128,2210.652099609375,15467.66015625
2013-10-23,6178.35,188285223,5771.7,65.28362098884826,6272.47948149696,5989.8150000000005,5707.150518503041,109.12478705643389,94.4568029177499,14.667984138683991,6.3861,10.0,8.0,0.765,2183.10693359375,15413.330078125
2013-10-24,6164.35,176235553,5783.674,63.929624494868484,6292.125114948878,6003.41,5714.694885051122,106.86176276398146,96.93779488699622,9.923967876985245,6.3861,10.0,8.0,-0.8689,2164.322021484375,15509.2099609375
2013-10-25,6144.9,144531462,5794.3240000000005,62.00555756366795,6305.525252057403,6016.9625,5728.399747942596,102.31937321560417,98.01411055271781,4.3052626628863635,6.3861,10.0,8.0,0.9811,2132.955078125,15570.2802734375
2013-10-28,6101.1,146340691,5802.36,57.78769357276892,6311.763839742471,6027.905,5744.046160257529,94.10047116812257,97.23138267579877,-3.1309115076762026,6.3861,10.0,8.0,0.3818,2133.868896484375,15568.9296875
2013-10-29,6220.9,197348371,5811.932,64.83387553206418,6328.252870500606,6047.29,5766.327129499394,96.145485562055,97.01420325305001,-0.8687176909950125,6.3861,10.0,8.0,0.9702,2128.864013671875,15680.349609375
2013-10-30,6251.7,177583848,5826.809,66.3873226050203,6328.37962725702,6073.11,5817.8403727429795,99.10900982440035,97.43316456732008,1.6758452570802689,6.3861,10.0,8.0,0.9118,2160.462890625,15618.759765625
2013-10-31,6299.15,239607127,5844.497,68.68256383526125,6334.67042884224,6099.065,5863.4595711577595,104.08659709746917,98.76385107334991,5.322746024119255,6.3861,10.0,8.0,0.0516,2141.614013671875,15545.75
2013-11-01,6307.2,191639789,5862.611999999999,69.06846057658353,6354.358925747132,6118.94,5883.521074252867,107.44240938152689,100.49956273498532,6.942846646541568,6.3861,10.0,8.0,0.7184,2149.56201171875,15615.5498046875
2013-11-03,6317.35,23856924,5882.908,69.5774806757747,6368.910729336726,6139.4425,5909.974270663274,109.65687872793569,102.3310259335754,7.325852794360287,6.3861,10.0,8.0,0.4404,2149.56201171875,15615.5498046875
2013-11-05,6253.15,181053761,5899.802,62.56431992289145,6364.524007660563,6156.7925,5949.060992339436,105.02084327309421,102.86898940147918,2.1518538716150317,6.3861,10.0,8.0,0.4404,2157.239990234375,15618.2197265625
2013-11-06,6215.15,157080263,5914.67,58.78719715646224,6351.625474735323,6171.13,5990.634525264677,97.16046400479354,101.72728432214207,-4.56682031734853,6.3861,10.0,8.0,0.743,2139.60693359375,15746.8798828125
2013-11-07,6187.25,168832431,5928.885,56.108825499311045,6344.28174462989,6180.120000000001,6015.958255370111,87.66916441846297,98.91566034140625,-11.246495922943282,6.3861,10.0,8.0,0.9674,2129.39990234375,15593.98046875
2013-11-08,6140.75,150051986,5945.951,51.86736249424961,6334.597506544923,6186.11,6037.622493455076,75.52448053266653,94.23742437965831,-18.712943846991777,6.3861,10.0,8.0,0.7579,2106.126953125,15761.7802734375
2013-11-11,6078.8,146060450,5961.826999999999,46.79239967830893,6336.010811498541,6185.24,6034.469188501458,60.20685662746655,87.43131082921997,-27.224454201753417,6.3861,10.0,8.0,-0.128,2109.470947265625,15783.099609375
2013-11-12,6018.05,153812590,5974.007,42.4101404347065,6345.3721119545635,6180.5075,6015.642888045436,42.67359736695471,78.4797681367669,-35.8061707698122,6.3861,10.0,8.0,0.7717,2126.77197265625,15750.669921875
2013-11-13,5989.6,162538228,5984.363,40.4973389227646,6356.359990252811,6175.535,5994.710009747188,26.180888859523293,68.0199922813182,-41.8391034217949,6.3861,10.0,8.0,-0.5423,2087.94091796875,15821.6298828125
2013-11-14,6056.15,154913925,5994.471,46.568202238619826,6355.447692292653,6176.05,5996.652307707347,18.269725341056073,58.06993889326577,-39.8002135522097,6.3861,10.0,8.0,0.9618,2100.506103515625,15876.2197265625
2013-11-18,6189.0,163991212,6011.422,56.17963694478511,6355.425067501915,6176.032499999999,5996.639932498084,22.461039104752672,50.94815893556315,-28.487119830810478,6.3861,10.0,8.0,0.9595,2197.218994140625,15976.01953125
2013-11-19,6203.35,161514064,6026.527000000001,57.07778024128996,6355.294833192499,6175.9525,5996.610166807502,26.633595026682997,46.085246153787125,-19.451651127104128,6.3861,10.0,8.0,0.8176,2193.125,15967.0302734375
2013-11-20,6122.9,155794838,6037.126,50.79245576036643,6352.286611002438,6171.9574999999995,5991.628388997561,23.18151097660939,41.504499118351575,-18.322988141742186,6.3861,10.0,8.0,0.8957,2206.613037109375,15900.8203125
2013-11-21,5999.05,137232011,6043.499,42.95112432744647,6358.359670412355,6162.992499999999,5967.625329587644,10.332937877815311,35.27018687024432,-24.937248992429012,6.3861,10.0,8.0,0.9371,2205.76611328125,16009.990234375
2013-11-22,5995.45,134755917,6045.472999999999,42.744556544281906,6363.106336961972,6154.5475,5945.988663038027,-0.13854176229779114,28.1884411437359,-28.32698290603369,6.3861,10.0,8.0,0.9423,2196.3779296875,16064.76953125
2013-11-25,6115.35,127195086,6049.517000000001,51.16807054819834,6362.298894753881,6153.07,5943.841105246119,1.2235587106879393,22.79546465712631,-21.57190594643837,6.3861,10.0,8.0,-0.3182,2186.114990234375,16072.5400390625
2013-11-26,6059.1,150661397,6053.685,47.6278863809012,6363.066644009119,6150.97,5938.8733559908815,-2.2103917302565605,17.794293379649737,-20.004685109906298,6.3861,10.0,8.0,0.5106,2183.072998046875,16072.7998046875
2013-11-27,6057.1,124875896,6057.815,47.502042746311595,6356.089531901252,6142.78,5929.470468098748,-5.035163252588973,13.228402053201995,-18.26356530579097,6.3861,10.0,8.0,0.9266,2201.070068359375,16097.330078125
2013-11-28,6091.85,195315802,6062.840999999999,49.97527092490152,6343.093755006737,6134.7875,5926.481244993263,-4.418842784301887,9.698953085701218,-14.117795870003105,6.3861,10.0,8.0,0.8402,2219.3720703125,16097.330078125
2013-11-29,6176.1,190711115,6069.3589999999995,55.454566792995934,6324.027991429918,6128.635,5933.242008570082,2.8351842809870504,8.326199324758385,-5.491015043771334,6.3861,10.0,8.0,0.923,2220.50390625,16086.41015625
2013-12-02,6217.85,145948276,6075.727000000001,57.91460936550006,6306.686973686871,6124.1675000000005,5941.64802631313,11.816713357427034,9.024302131292115,2.7924112261349183,6.3861,10.0,8.0,-0.5423,2207.37109375,16008.76953125
2013-12-03,6201.85,156852586,6077.4529999999995,56.624019306248805,6282.474718033925,6118.3925,5954.310281966075,17.442507210963413,10.707943147226375,6.734564063737038,6.3861,10.0,8.0,0.9413,2222.669921875,15914.6201171875
2013-12-04,6160.95,186169067,6080.43,53.35112646187039,6267.302131562002,6113.7825,5960.262868437999,18.388727384406593,12.244099994662418,6.1446273897441746,6.3861,10.0,8.0,0.93,2251.761962890625,15889.76953125
2013-12-05,6241.1,186060466,6087.456999999999,58.422799411733315,6272.396300490231,6115.08,5957.763699509769,25.314242023037878,14.85812840033751,10.456113622700368,6.3861,10.0,8.0,0.4404,2247.06298828125,15821.509765625
2013-12-06,6259.9,158539890,6094.806,59.53411679751098,6285.591207074726,6118.7125,5951.833792925273,31.951448739650914,18.276792468200192,13.674656271450722,6.3861,10.0,8.0,0.9118,2237.10791015625,16020.2001953125
2013-12-09,6363.9,198285630,6104.607000000001,65.09264683837866,6328.053741512596,6129.87,5931.686258487403,45.08371669438111,23.63817731343638,21.44553938094473,6.3861,10.0,8.0,0.6908,2238.199951171875,16025.5302734375
2013-12-10,6332.85,242412856,6113.619000000001,62.33939179841926,6357.862835303123,6142.5725,5927.282164696878,52.381832992879026,29.386908449324913,22.994924543554113,6.3861,10.0,8.0,0.7783,2237.491943359375,15973.1298828125
2013-12-11,6307.9,148196394,6123.113,60.138196678361446,6375.869168378782,6157.0650000000005,5938.260831621219,55.5124730216985,34.61202136379963,20.90045165789887,6.3861,10.0,8.0,-0.7845,2204.166015625,15843.5302734375
2013-12-12,6237.05,148533899,6133.148,54.27724958759532,6376.6416598880905,6169.4375,5962.2333401119095,51.68078104403139,38.02577329984598,13.655007744185411,6.3861,10.0,8.0,0.9698,2202.7958984375,15739.4296875
2013-12-13,6168.4,169650657,6140.915,49.26700495426853,6375.651512955235,6175.050000000001,5974.448487044767,42.61343512370422,38.94330566461763,3.6701294590865885,6.3861,10.0,8.0,0.926,2196.074951171875,15755.3603515625
2013-12-16,6154.7,146451539,6145.815,48.308640659044286,6374.016603790506,6173.335000000001,5972.653396209495,33.93088848955995,37.9408222296061,-4.009933740046151,6.3861,10.0,8.0,0.8593,2160.861083984375,15884.5703125
2013-12-17,6139.05,154174701,6150.45,47.17960610750038,6370.835403992643,6170.120000000001,5969.404596007359,25.493213622472467,35.45130050817937,-9.958086885706905,6.3861,10.0,8.0,0.5719,2151.0791015625,15875.259765625
2013-12-18,6217.15,243250558,6156.67,53.0737368202344,6375.317564967268,6174.8325,5974.347435032733,24.8221781725033,33.325476041044155,-8.503297868540855,6.3861,10.0,8.0,-0.3612,2148.284912109375,16167.9697265625
2013-12-19,6166.65,437039204,6161.435,49.247046281138005,6366.915676006645,6183.2125,5999.509323993354,19.98507429378151,30.657395691591628,-10.67232139781012,6.3861,10.0,8.0,-0.0516,2127.7919921875,16179.080078125
2013-12-20,6274.25,171969981,6166.771000000001,56.45180457831654,6363.2132613945205,6197.1525,6031.09173860548,24.55104619171925,29.436125791617155,-4.885079599897903,6.3861,10.0,8.0,0.6597,2084.7939453125,16221.1396484375
2013-12-23,6284.5,131187586,6172.042,57.07689876993298,6371.373827778943,6205.61,6039.846172221056,28.6662544172641,29.282151516746545,-0.6158970994824458,6.3861,10.0,8.0,-0.4588,2089.70703125,16294.6103515625
2013-12-24,6268.4,107642909,6175.486,55.72388145635639,6369.4864158070595,6216.075,6062.66358419294,30.27940895958818,29.481603005314874,0.7978059542733078,6.3861,10.0,8.0,-0.8316,2092.905029296875,16357.5498046875
2013-12-26,6278.9,182310258,6178.81,56.44896750335702,6364.197463671663,6227.165,6090.132536328337,32.03581882654089,29.992446169560075,2.0433726569808144,6.3861,10.0,8.0,-0.4976,2073.09912109375,16479.880859375
2013-12-27,6313.8,96867388,6183.305,58.8605351863258,6365.244281665422,6238.2625,6111.280718334578,35.83088845077509,31.16013462580308,4.67075382497201,6.3861,10.0,8.0,0.8271,2101.2509765625,16478.41015625
2013-12-30,6291.1,101271820,6188.21,56.662757211298285,6369.621607452145,6244.0125,6118.403392547854,36.58507817402642,32.24512333544775,4.33995483857867,6.3861,10.0,8.0,-0.9001,2097.529052734375,16504.2890625
2013-12-31,6304.0,103439312,6190.503,57.63093916652268,6375.937531710672,6248.32,6120.702468289327,37.78810341960525,33.35371935227925,4.434384067326,6.3861,10.0,8.0,0.9337,2115.97802734375,16576.66015625
2014-01-01,6301.65,69567668,6192.437,57.379452512658546,6381.07368654639,6253.3099999999995,6125.546313453609,38.112546521758304,34.305484786175064,3.8070617355832397,7.4102,6.7,8.0,-0.3818,2115.97802734375,16576.66015625
2014-01-02,6221.15,158132556,6192.804,49.423290733305855,6377.926325493059,6256.32,6134.71367450694,31.51075639926603,33.74653910879326,-2.2357827095272285,7.4102,6.7,8.0,0.9169,2109.386962890625,16441.349609375
2014-01-03,6211.15,139043889,6193.46,48.523201726099636,6377.870720120911,6254.8225,6131.77427987909,25.181595973958792,32.03355048182637,-6.851954507867575,7.4102,6.7,8.0,0.9468,2083.135009765625,16469.990234375
2014-01-06,6191.45,118344976,6194.0019999999995,46.71814722374487,6377.4637497456115,6251.4,6125.336250254388,18.36437232479784,29.299714850420663,-10.935342525622822,7.4102,6.7,8.0,0.6486,2045.708984375,16425.099609375
2014-01-07,6162.25,138559000,6194.349,44.09950655175036,6361.91491404742,6241.3175,6120.72008595258,10.484617359504227,25.536695352237377,-15.05207799273315,7.4102,6.7,8.0,0.9595,2047.3170166015625,16530.939453125
2014-01-08,6174.6,146912639,6195.8189999999995,45.49114415013071,6349.6285384933935,6233.405,6117.181461506606,5.1767225307467015,21.464700787939243,-16.28797825719254,7.4102,6.7,8.0,0.8481,2044.3399658203125,16462.740234375
2014-01-09,6168.35,150064466,6194.768,44.882193180967604,6340.662776840939,6226.4275,6112.192223159061,0.46054598364935373,17.26386982708127,-16.803323843431915,7.4102,6.7,8.0,0.2732,2027.6219482421875,16444.759765625
2014-01-10,6171.45,159920407,6193.1630000000005,45.27350186422156,6339.717661168826,6223.1475,6106.577338831174,-2.9924190715828445,13.212612047348447,-16.20503111893129,7.4102,6.7,8.0,0.8831,2013.2979736328125,16437.05078125
2014-01-13,6272.75,135009945,6192.635,56.213156884906404,6344.0038217681495,6228.365,6112.72617823185,2.417279749208319,11.053545587720423,-8.636265838512104,7.4102,6.7,8.0,-0.2732,2009.56396484375,16257.9404296875
2014-01-14,6241.85,110231153,6191.328,52.7493266011094,6343.390690890271,6232.7225,6122.054309109729,4.16314315866839,9.675465101910017,-5.512321943241627,7.4102,6.7,8.0,0.9088,2026.842041015625,16373.8603515625
2014-01-15,6320.9,145922867,6191.399,59.606676299348656,6350.059635432546,6241.815,6133.570364567453,11.789524540340608,10.098276989596137,1.691247550744471,7.4102,6.7,8.0,0.8316,2023.3480224609375,16481.939453125
2014-01-16,6318.9,153420441,6192.714,59.37190657220253,6359.508527702448,6246.9025,6134.296472297552,17.47071195287117,11.572763982251145,5.8979479706200255,7.4102,6.7,8.0,-0.6249,2023.7010498046875,16417.009765625
2014-01-17,6261.65,167719501,6193.644,52.94367581461222,6358.166689077907,6251.6525,6145.138310922093,17.155736712514226,12.68935852830376,4.466378184210466,7.4102,6.7,8.0,0.5859,2004.948974609375,16458.560546875
2014-01-20,6303.95,122136071,6195.978,56.67607288102165,6361.679325463385,6253.1375,6144.595674536615,20.087813242575976,14.169049471158203,5.9187637714177725,7.4102,6.7,8.0,0.6597,1991.2530517578125,16458.560546875
2014-01-21,6313.8,141728380,6199.439,57.52101034223889,6365.561994748867,6254.6025,6143.643005251133,22.941858236299595,15.923611224186482,7.018247012113113,7.4102,6.7,8.0,0.9022,2008.31298828125,16414.439453125
2014-01-22,6338.95,137490525,6204.642000000001,59.683084044844776,6374.950642011262,6258.129999999999,6141.309357988736,26.922755502193468,18.12344007978788,8.799315422405588,7.4102,6.7,8.0,0.5994,2051.7490234375,16373.33984375
2014-01-23,6345.65,120054602,6211.194,60.26332626074392,6384.138516442041,6261.467500000001,6138.7964835579605,30.269353012483407,20.552622666326986,9.716730346156421,7.4102,6.7,8.0,0.8689,2042.1800537109375,16197.349609375
2014-01-24,6266.75,160270856,6216.736999999999,50.96181003141044,6379.4640095510695,6259.115,6138.76599044893,26.252364132938965,21.69257095964938,4.5597931732895844,7.4102,6.7,8.0,0.5279,2054.39208984375,15879.1103515625
2014-01-27,6135.85,190442601,6218.331000000001,39.94590385810436,6382.031888102807,6251.3525,6120.673111897193,12.363813140328602,19.826819395785225,-7.463006255456623,7.4102,6.7,8.0,0.886,2033.300048828125,15837.8798828125
2014-01-28,6126.25,184111740,6217.076000000001,39.275383318561566,6381.522279924226,6242.464999999999,6103.407720075773,0.5757596487910632,15.976607446386394,-15.40084779759533,7.4102,6.7,8.0,0.7184,2038.512939453125,15928.5595703125
2014-01-29,6120.25,146733030,6215.414000000001,38.836604368111104,6379.321679877003,6233.3949999999995,6087.468320122996,-9.145088638297239,10.952268229449668,-20.097356867746907,7.4102,6.7,8.0,0.9081,2049.9140625,15738.7900390625
2014-01-30,6073.7,208061426,6214.43,35.52099335584508,6387.724978258454,6226.0225,6064.320021741546,-20.370310645123027,4.687752454535129,-25.058063099658156,7.4102,6.7,8.0,0.2732,2033.0830078125,15848.6103515625
2014-01-31,6089.5,146713083,6216.238999999999,37.47226226037684,6392.227969980281,6219.94,6047.652030019718,-27.672461098959502,-1.7842902561637968,-25.888170842795706,7.4102,6.7,8.0,0.9001,2033.0830078125,15848.6103515625
2014-02-03,6001.8,134893587,6216.366000000001,31.732093054697742,6407.125111148676,6210.4574999999995,6013.789888851323,-40.07417486080885,-9.442267177092807,-30.631907683716044,7.4102,6.7,8.0,0.8591,2033.0830078125,15848.6103515625
2014-02-04,6000.9,183252654,6214.076999999999,31.67846321658986,6418.574845907218,6202.39,5986.205154092782,-49.40572638521098,-17.434959018716444,-31.970767366494538,7.4102,6.7,8.0,0.6597,2033.0830078125,15848.6103515625
2014-02-05,6022.4,166627311,6213.343000000001,34.525295911684,6424.625736092555,6194.780000000001,5964.934263907447,-54.43864309082437,-24.835695833138033,-29.60294725768634,7.4102,6.7,8.0,0.7096,2033.0830078125,15848.6103515625
2014-02-06,6036.3,185503324,6212.927,36.37124107105162,6428.048639312191,6188.1775,5948.306360687809,-56.652596144043855,-31.1990758953192,-25.453520248724654,7.4102,6.7,8.0,0.2023,2033.0830078125,15848.6103515625
2014-02-07,6063.2,181932292,6212.354,39.90245588915831,6428.709904602492,6182.765,5936.820095397508,-55.595692169853464,-36.078399150226055,-19.51729301962741,7.4102,6.7,8.0,0.8555,2044.4969482421875,15794.080078125
2014-02-10,6053.45,133070328,6209.901000000001,39.05639835629312,6420.26123440072,6171.8,5923.33876559928,-54.91184213685665,-39.84508774755217,-15.066754389304478,7.4102,6.7,8.0,0.3818,2086.06689453125,15801.7900390625
2014-02-11,6062.7,150520900,6206.797999999999,40.34863617887769,6413.464125712806,6162.8425,5912.2208742871935,-53.01239447981516,-42.47854909400477,-10.533845385810388,7.4102,6.7,8.0,-0.9485,2103.6708984375,15994.76953125
2014-02-12,6084.0,138547391,6204.441,43.32853374205991,6392.8585685392145,6150.9974999999995,5909.1364314607845,-49.22094808777638,-43.82702889275909,-5.39391919501729,7.4102,6.7,8.0,-0.0982,2109.955078125,15963.9404296875
2014-02-13,6001.1,153652371,6201.244000000001,35.826986507422205,6372.47306252947,6135.1075,5897.7419374705305,-52.302624583042416,-45.52214803081576,-6.780476552226659,7.4102,6.7,8.0,0.8176,2098.40087890625,16027.58984375
2014-02-14,6048.35,140204479,6197.389,41.99152116251423,6357.230414795705,6124.4425,5891.6545852042955,-50.35177141456916,-46.48807270756644,-3.863698707002719,7.4102,6.7,8.0,-0.743,2115.847900390625,16154.3896484375
2014-02-17,6073.3,108492457,6193.656999999999,44.996173242525416,6331.397394601915,6112.91,5894.422605398085,-46.25920244878944,-46.442298655811044,0.183096207021606,7.4102,6.7,8.0,0.6249,2135.4150390625,16154.3896484375
2014-02-18,6127.1,126639146,6188.920999999999,50.901784192910696,6301.9612028971105,6103.575,5905.188797102889,-38.233865481883186,-44.80061202102547,6.566746539142287,7.4102,6.7,8.0,0.9661,2119.06591796875,16130.400390625
2014-02-19,6152.75,95248833,6185.319,53.46699356177659,6262.8287538142,6094.265,5925.7012461858,-29.46434090117964,-41.73335779705631,12.269016895876668,7.4102,6.7,8.0,0.5574,2142.553955078125,16040.5595703125
2014-02-20,6091.45,132108928,6180.99,47.12962609989172,6204.560137697312,6081.554999999999,5958.549862302687,-27.147883284945237,-38.81626289463409,11.668379609688856,7.4102,6.7,8.0,-0.4767,2138.781982421875,16133.23046875
2014-02-21,6155.45,112596128,6179.357999999999,53.346998716647605,6172.109943819871,6075.99,5979.870056180129,-19.918204146471908,-35.036651145001656,15.118446998529748,7.4102,6.7,8.0,0.4019,2113.693115234375,16103.2998046875
2014-02-24,6186.1,144877047,6179.712,56.01470036641501,6183.010832083786,6078.5025000000005,5973.994167916215,-11.581923292722422,-30.34570557454581,18.76378228182339,7.4102,6.7,8.0,0.7783,2076.68603515625,16207.1396484375
2014-02-25,6200.05,146259298,6180.619000000001,57.21389273762549,6197.8053075731,6082.1925,5966.5796924269,-3.805840876903858,-25.03773263501742,21.231891758113562,7.4102,6.7,8.0,0.0772,2034.218994140625,16179.66015625
2014-02-26,6238.8,181663811,6182.6140000000005,60.440281370103705,6221.691282092876,6088.120000000001,5954.548717907126,5.421070883373432,-18.94597193133925,24.367042814712683,7.4102,6.7,8.0,-0.1779,2041.2540283203125,16198.41015625
2014-02-28,6276.95,209914263,6183.81,63.36895346120928,6254.864581589605,6098.2825,5941.700418410395,15.631659061557912,-12.03044573275982,27.66210479431773,7.4102,6.7,8.0,0.2263,2056.302001953125,16321.7099609375
2014-03-03,6221.45,144562338,6184.906,56.78299517522637,6270.296022198375,6104.88,5939.463977801625,19.02591864205442,-5.819172857796971,24.845091499851392,7.4102,6.7,8.0,-0.3612,2075.235107421875,16168.0302734375
2014-03-04,6297.95,166818924,6185.38,62.55917823460562,6298.056555261646,6119.6875,5941.318444738354,27.570983343104672,0.8588583823833575,26.712124960721315,7.4102,6.7,8.0,0.4019,2071.472900390625,16395.880859375
2014-03-05,6328.65,160300066,6186.262999999999,64.60376247229236,6327.522879329939,6136.075,5944.62712067006,36.40063821323656,7.967214348553998,28.433423864682563,7.4102,6.7,8.0,-0.8316,2053.083984375,16360.1796875
2014-03-06,6401.15,180731810,6188.918000000001,68.92017125642175,6371.0826850670965,6155.0125,5938.942314932903,48.687112676010656,16.11119401404533,32.575918661965325,7.4102,6.7,8.0,0.296,2059.577880859375,16421.890625
2014-03-07,6526.65,284922346,6193.873,74.67686731326833,6442.37263048434,6179.53,5916.687369515659,67.76982500238864,26.442920211713997,41.32690479067465,7.4102,6.7,8.0,0.0516,2057.907958984375,16452.720703125
2014-03-10,6537.25,242143703,6198.342,75.09643594461315,6502.774150317491,6203.2325,5903.690849682509,82.79394634069195,37.71312543750959,45.08082090318236,7.4102,6.7,8.0,0.0,1999.06494140625,16418.6796875
2014-03-11,6511.9,238994883,6202.758000000001,72.0230719206798,6545.8292121284185,6226.155000000001,5906.480787871583,91.5992385990121,48.490348069810096,43.108890529202,7.4102,6.7,8.0,0.6249,2001.156982421875,16351.25
2014-03-12,6516.9,174977068,6207.0160000000005,72.26418035663963,6583.0680058211965,6248.865,5914.661994178803,97.85296628175274,58.362871712198626,39.49009456955412,7.4102,6.7,8.0,0.6369,1997.6920166015625,16340.080078125
2014-03-13,6493.1,167858387,6210.845,69.20677766169577,6610.658650609511,6269.320000000001,5927.98134939049,99.73890146017584,66.63807766179407,33.10082379838177,7.4102,6.7,8.0,0.4215,2019.1109619140625,16108.8896484375
2014-03-14,6504.2,177336088,6216.505999999999,69.84751983283212,6627.080332939687,6294.475,5961.869667060314,100.96533042947885,73.50352821533103,27.461802214147824,7.4102,6.7,8.0,-0.2023,2004.3389892578125,16065.669921875
2014-03-18,6516.65,179308616,6222.616,70.58678745871903,6643.758227355656,6317.889999999999,5992.0217726443425,101.76876816406912,79.15657620507865,22.612191958990465,7.4102,6.7,8.0,0.1027,2025.196044921875,16336.1904296875
2014-03-19,6524.05,172464722,6229.268,71.0412576427585,6657.75049235151,6340.4275,6023.10450764849,101.82879752120789,83.6910204683045,18.137777052903388,7.4102,6.7,8.0,0.902,2021.7340087890625,16222.169921875
2014-03-20,6483.1,141984189,6235.685,65.05127431905402,6665.466634022532,6358.2275,6050.988365977468,97.4487202651635,86.44256042767631,11.00615983748719,7.4102,6.7,8.0,0.9633,1993.47900390625,16331.0498046875
2014-03-21,6493.2,189854420,6242.057000000001,65.81683461116812,6672.632141360093,6375.25,6077.867858639907,93.71220708432793,87.89648975900664,5.8157173253212875,7.4102,6.7,8.0,-0.2023,2047.6190185546875,16302.76953125
2014-03-22,6494.9,9774392,6248.588,65.95202678463059,6666.647785463786,6395.4225,6124.197214536213,89.8524066482405,88.28767313685341,1.5647335113870895,7.4102,6.7,8.0,0.7003,2047.6190185546875,16302.76953125
2014-03-24,6583.5,158395722,6256.828999999999,72.13698612577582,6676.224607748182,6416.825,6157.425392251817,92.87219369520062,89.20457724852287,3.667616446677755,7.4102,6.7,8.0,0.4939,2066.279052734375,16276.6904296875
2014-03-25,6589.75,168125064,6263.168999999999,72.51625954056988,6683.974358657005,6437.0075,6190.040641342995,94.67832663860008,90.29932712653832,4.3789995120617675,7.4102,6.7,8.0,0.9173,2067.31103515625,16367.8798828125
2014-03-26,6601.4,186570474,6270.36,73.24726904570919,6688.498893537179,6457.075,6225.65110646282,95.94377750150761,91.42821720153218,4.515560299975434,7.4102,6.7,8.0,0.8591,2063.669921875,16268.990234375
2014-03-27,6641.75,312383468,6276.776999999999,75.66182610189136,6699.090720966649,6477.2225,6255.35427903335,99.06065464479343,92.95470469018443,6.105949954609002,7.4102,6.7,8.0,0.802,2046.5880126953125,16264.23046875
2014-03-28,6695.9,134114378,6284.316999999999,78.47016581044679,6719.5576044405025,6498.17,6276.782395559498,104.69341417705618,95.30244658755879,9.390967589497393,7.4102,6.7,8.0,-0.1779,2041.7120361328125,16323.0595703125
2014-03-31,6704.2,177579421,6293.168,78.87257922307853,6721.949370044594,6522.3075,6322.665629955406,108.57556578578624,97.95707042720429,10.618495358581953,7.4102,6.7,8.0,0.0,2033.3060302734375,16457.66015625
2014-04-01,6721.05,147136671,6301.51,79.70203045249599,6732.93333911489,6543.4625,6353.991660885109,111.72396871814362,100.71045008539217,11.013518632751456,7.4102,6.7,8.0,0.875,2047.4599609375,16532.609375
2014-04-02,6752.55,173335875,6310.285,81.18883981410129,6748.006678549835,6564.657499999999,6381.308321450164,115.43027906437146,103.65441588118803,11.775863183183432,7.4102,6.7,8.0,0.8176,2058.988037109375,16573.0
2014-04-03,6736.1,197546648,6318.227999999999,77.97660670359345,6763.137143276576,6581.405000000001,6399.672856723425,115.70638797877291,106.06481030070502,9.64157767806789,7.4102,6.7,8.0,0.9729,2043.7020263671875,16572.55078125
2014-04-04,6694.35,155127592,6325.202000000001,70.36711377294728,6776.061392328231,6589.790000000001,6403.518607671771,111.27363698032696,107.10657563662942,4.16706134369754,7.4102,6.7,8.0,0.9118,2058.8310546875,16412.7109375
2014-04-07,6695.05,133947319,6333.768,70.41923648547132,6787.711224802391,6597.68,6407.648775197609,106.58844873960334,107.0029502572242,-0.41450151762086307,7.4102,6.7,8.0,0.128,2058.8310546875,16412.7109375
2014-04-09,6796.2,169794626,6346.975,76.77607530997724,6816.135049696173,6611.8949999999995,6407.654950303826,109.77197990439618,107.5567561866586,2.2152237177375724,7.4102,6.7,8.0,-0.2732,2105.237060546875,16437.1796875
2014-04-10,6796.4,191125947,6360.378,76.78669758500786,6840.19779661046,6625.87,6411.54220338954,111.03119115995287,108.25164318131746,2.7795479786354065,7.4102,6.7,8.0,0.5859,2134.300048828125,16170.2197265625
