ds,y,Shares traded,Moving_average_50,RSI_14,upper_band_20,middle_band_20,lower_band_20,MACD,MACD_signal,MACD_histogram,GDP growth (annual %),"Inflation, consumer prices (annual %)","Unemployment, total (% of total labor force)",Sentiment,Shanghai Stock Exchange,Dow Jones Industrial Average
2012-01-20,5048.6,221048007,5177.939,88.33040634945179,5210.39168147933,4897.6900000000005,4584.988318520671,89.99638211514957,63.71615083894841,26.280231276201164,5.4564,9.5,8.1,0.9682,2319.117919921875,12720.48046875
2012-01-23,5046.25,158177571,5177.939,87.69037049399505,5210.39168147933,4897.6900000000005,4584.988318520671,95.3182971564629,70.03658010245131,25.281717054011594,5.4564,9.5,8.1,0.9169,2319.117919921875,12720.48046875
2012-01-24,5127.35,202006565,5177.939,90.302011201956,5210.39168147933,4897.6900000000005,4584.988318520671,104.8711559819194,77.00349527834493,27.867660703574472,5.4564,9.5,8.1,0.5267,2319.117919921875,12720.48046875
2012-01-25,5158.3,219175709,5177.939,91.07980961681503,5210.39168147933,4897.6900000000005,4584.988318520671,113.6294225148904,84.32868072565402,29.30074178923637,5.4564,9.5,8.1,0.8225,2319.117919921875,12720.48046875
2012-01-27,5204.7,215923377,5177.939,92.1024433947719,5210.39168147933,4897.6900000000005,4584.988318520671,122.89781455622233,92.0425074917677,30.855307064454635,5.4564,9.5,8.1,0.9595,2319.117919921875,12720.48046875
2012-01-30,5087.3,181141437,5177.939,70.17979936841262,5219.090118811092,4920.217500000001,4621.344881188909,119.3935882118958,97.51272363579332,21.880864576102482,5.4564,9.5,8.1,0.9118,2285.0380859375,12653.7197265625
2012-01-31,5199.25,215770719,5177.939,76.0371468711508,5255.3055823409495,4941.915,4628.52441765905,124.217985369909,102.85377598261645,21.364209387292547,5.4564,9.5,8.1,0.9287,2292.610107421875,12632.91015625
2012-02-01,5235.7,234899358,5177.939,77.58119557730281,5291.363575287708,4966.217500000001,4641.071424712293,129.4898864439092,108.18099807487502,21.30888836903418,5.4564,9.5,8.1,0.9559,2268.080078125,12716.4599609375
2012-02-02,5269.9,337960651,5177.939,78.95161796375982,5327.038499921972,4992.215,4657.391500078028,134.87283017489062,113.51936449487815,21.353465680012476,5.4564,9.5,8.1,0.9682,2312.555908203125,12705.41015625
2012-02-03,5325.85,217358188,5177.939,80.99805642075748,5366.866811183628,5020.8025,4674.738188816372,142.01647178548956,119.21878595300043,22.797685832489123,5.4564,9.5,8.1,0.7351,2330.405029296875,12862.23046875
2012-02-06,5361.65,215080487,5177.939,82.1911730628542,5403.977539998223,5051.54,4699.102460001777,148.8507611181749,125.14518098603533,23.70558013213956,5.4564,9.5,8.1,0.9485,2331.135986328125,12845.1298828125
2012-02-07,5335.15,181194561,5177.939,78.27333700238495,5424.2701393402,5081.1575,4738.0448606598,150.39499622363383,130.19514403355504,20.199852190078786,5.4564,9.5,8.1,0.765,2291.902099609375,12878.2001953125
2012-02-08,5368.15,236135416,5177.939,79.57877322122768,5454.623621683772,5107.0875,4759.551378316227,152.52344257436562,134.66080374171716,17.862638832648457,5.4564,9.5,8.1,0.9698,2347.530029296875,12883.9501953125
2012-02-09,5412.35,255306965,5177.939,81.20747226885484,5487.164579751596,5134.6575,4782.150420248405,155.97879578278025,138.9244021499298,17.054393632850463,5.4564,9.5,8.1,0.5106,2349.589111328125,12890.4599609375
2012-02-10,5381.6,225352093,5177.939,76.62861083698671,5501.316987226586,5162.175,4823.033012773414,154.4554537576605,142.03061247147593,12.424841286184574,5.4564,9.5,8.1,0.5994,2351.98095703125,12801.23046875
2012-02-13,5390.2,181561910,5177.939,77.018885722698,5512.61421691297,5188.385,4864.155783087031,152.18781594586926,144.06205316635462,8.125762779514645,5.4564,9.5,8.1,0.9122,2351.85400390625,12874.0400390625
2012-02-14,5416.05,201409996,5177.939,78.19741621060696,5520.0765217000835,5215.492499999999,4910.908478299915,150.7389508118922,145.39743269546216,5.341518116430052,5.4564,9.5,8.1,0.926,2344.77099609375,12878.2802734375
2012-02-15,5531.95,314366096,5177.939,82.52459277469953,5555.6421308216295,5243.725,4931.807869178371,157.13156131020787,147.7442584184113,9.387302891796566,5.4564,9.5,8.1,0.9371,2366.701904296875,12780.9501953125
2012-02-16,5521.95,270060477,5177.939,81.03026739845376,5576.972997925411,5272.0325,4967.09200207459,159.55162296774506,150.10573132827807,9.445891639466993,5.4564,9.5,8.1,0.9274,2356.860107421875,12904.080078125
