Date,Close,Shares traded
"Thursday, October 30, 2014",8169.2,205666559
"Friday, October 31, 2014",8322.2,176165086
"Monday, November 3, 2014",8324.15,141090166
"Wednesday, November 5, 2014",8338.3,161614922
"Friday, November 7, 2014",8337,153433693
"Monday, November 10, 2014",8344.25,130749013
"Tuesday, November 11, 2014",8362.65,122010840
"Wednesday, November 12, 2014",8383.3,125243330
"Thursday, November 13, 2014",8357.85,127361048
"Friday, November 14, 2014",8389.9,146768580
"Monday, November 17, 2014",8430.75,113879138
"Tuesday, November 18, 2014",8425.9,134678948
"Wednesday, November 19, 2014",8382.3,125399132
"Thursday, November 20, 2014",8401.9,122775989
"Friday, November 21, 2014",8477.35,137015453
"Monday, November 24, 2014",8530.15,140657508
"Tuesday, November 25, 2014",8463.1,271914173
"Wednesday, November 26, 2014",8475.75,151922494
"Thursday, November 27, 2014",8494.2,194298604
"Friday, November 28, 2014",8588.25,197214619
"Monday, December 1, 2014",8555.9,151990638
"Tuesday, December 2, 2014",8524.7,137386984
"Wednesday, December 3, 2014",8537.65,153199341
"Thursday, December 4, 2014",8564.4,143477230
"Friday, December 5, 2014",8538.3,143345553
"Monday, December 8, 2014",8438.25,163819529
"Tuesday, December 9, 2014",8340.7,146266705
"Wednesday, December 10, 2014",8355.65,136656345
"Thursday, December 11, 2014",8292.9,133862999
"Friday, December 12, 2014",8224.1,138080911
"Monday, December 15, 2014",8219.6,137140608
"Tuesday, December 16, 2014",8067.6,197337631
"Wednesday, December 17, 2014",8029.8,216216145
"Thursday, December 18, 2014",8159.3,162112021
"Friday, December 19, 2014",8225.2,174796496
"Monday, December 22, 2014",8324,139159658
"Tuesday, December 23, 2014",8267,132190368
"Wednesday, December 24, 2014",8174.1,221905876
"Friday, December 26, 2014",8200.7,75528707
"Monday, December 29, 2014",8246.3,82086035
"Tuesday, December 30, 2014",8248.25,77695770
"Wednesday, December 31, 2014",8282.7,84532600
"Thursday, January 1, 2015",8284,56560411
"Friday, January 2, 2015",8395.45,101887024
"Monday, January 5, 2015",8378.4,118160545
"Tuesday, January 6, 2015",8127.35,172799618
"Wednesday, January 7, 2015",8102.1,164075424
"Thursday, January 8, 2015",8234.6,143802802
"Friday, January 9, 2015",8284.5,152612528
"Monday, January 12, 2015",8323,103153908
"Tuesday, January 13, 2015",8299.4,129561892
"Wednesday, January 14, 2015",8277.55,150621631
"Thursday, January 15, 2015",8494.15,232138802
"Friday, January 16, 2015",8513.8,181365905
"Monday, January 19, 2015",8550.7,129346422
"Tuesday, January 20, 2015",8695.6,158713840
"Wednesday, January 21, 2015",8729.5,191651012
"Thursday, January 22, 2015",8761.4,180912372
"Friday, January 23, 2015",8835.6,197124706
"Tuesday, January 27, 2015",8910.5,192010521
"Wednesday, January 28, 2015",8914.3,190805926
"Thursday, January 29, 2015",8952.35,264245843
"Friday, January 30, 2015",8808.9,275587957
"Monday, February 2, 2015",8797.4,216556534
"Tuesday, February 3, 2015",8756.55,208672175
"Wednesday, February 4, 2015",8723.7,201252375
"Thursday, February 5, 2015",8711.7,179008853
"Friday, February 6, 2015",8661.05,176554075
"Monday, February 9, 2015",8526.35,151329604
"Tuesday, February 10, 2015",8565.55,202294693
"Wednesday, February 11, 2015",8627.4,166560867
"Thursday, February 12, 2015",8711.55,163681352
"Friday, February 13, 2015",8805.5,228807812
"Monday, February 16, 2015",8809.35,140637331
"Wednesday, February 18, 2015",8869.1,152152801
"Thursday, February 19, 2015",8895.3,219867400
"Friday, February 20, 2015",8833.6,203714864
"Monday, February 23, 2015",8754.95,143932325
"Tuesday, February 24, 2015",8762.1,154368611
"Wednesday, February 25, 2015",8767.25,139406599
"Thursday, February 26, 2015",8683.85,224185492
"Friday, February 27, 2015",8844.6,257226273
"Saturday, February 28, 2015",8901.85,246453954
"Monday, March 2, 2015",8956.75,224772586
"Tuesday, March 3, 2015",8996.25,183251960
"Wednesday, March 4, 2015",8922.65,256060375
"Thursday, March 5, 2015",8937.75,165081476
"Monday, March 9, 2015",8756.75,160332840
"Tuesday, March 10, 2015",8712.05,168916337
"Wednesday, March 11, 2015",8699.95,178053293
"Thursday, March 12, 2015",8776,179337979
"Friday, March 13, 2015",8647.75,184665971
"Monday, March 16, 2015",8633.15,168438040
"Tuesday, March 17, 2015",8723.3,182504639
"Wednesday, March 18, 2015",8685.9,161153533
"Thursday, March 19, 2015",8634.65,168628424
"Friday, March 20, 2015",8570.9,179982752
"Monday, March 23, 2015",8550.9,155425780
"Tuesday, March 24, 2015",8542.95,161465466
"Wednesday, March 25, 2015",8530.8,165952155
"Thursday, March 26, 2015",8342.15,288758332
"Friday, March 27, 2015",8341.4,198979321
"Monday, March 30, 2015",8492.3,142061290
"Tuesday, March 31, 2015",8491,177059509
"Wednesday, April 1, 2015",8586.25,136312446
"Monday, April 6, 2015",8659.9,150877855
"Tuesday, April 7, 2015",8660.3,141765381
"Wednesday, April 8, 2015",8714.4,149617725
"Thursday, April 9, 2015",8778.3,158192905
"Friday, April 10, 2015",8780.35,141464357
"Monday, April 13, 2015",8834,122833397
"Wednesday, April 15, 2015",8750.2,170458015
"Thursday, April 16, 2015",8706.7,149337173
"Friday, April 17, 2015",8606,155474164
"Monday, April 20, 2015",8448.1,154492312
"Tuesday, April 21, 2015",8377.75,418959074
"Wednesday, April 22, 2015",8429.7,176926942
"Thursday, April 23, 2015",8398.3,169840748
"Friday, April 24, 2015",8305.25,177843969
"Monday, April 27, 2015",8213.8,174706337
"Tuesday, April 28, 2015",8285.6,183754628
"Wednesday, April 29, 2015",8239.75,174958511
"Thursday, April 30, 2015",8181.5,281696257
"Monday, May 4, 2015",8331.95,136913823
"Tuesday, May 5, 2015",8324.8,156019941
"Wednesday, May 6, 2015",8097,212509839
"Thursday, May 7, 2015",8057.3,166563657
"Friday, May 8, 2015",8191.5,188776090
"Monday, May 11, 2015",8325.25,197882948
"Tuesday, May 12, 2015",8126.95,178753978
"Wednesday, May 13, 2015",8235.45,175015183
"Thursday, May 14, 2015",8224.2,138964395
"Friday, May 15, 2015",8262.35,133838055
"Monday, May 18, 2015",8373.65,153340463
"Tuesday, May 19, 2015",8365.65,144642344
"Wednesday, May 20, 2015",8423.25,127388797
"Thursday, May 21, 2015",8421,148189485
"Friday, May 22, 2015",8458.95,193080657
"Monday, May 25, 2015",8370.25,125051166
"Tuesday, May 26, 2015",8339.35,120428892
"Wednesday, May 27, 2015",8334.6,170583401
"Thursday, May 28, 2015",8319,239549060
"Friday, May 29, 2015",8433.65,375232198
"Monday, June 1, 2015",8433.4,125990614
"Tuesday, June 2, 2015",8236.45,151337661
"Wednesday, June 3, 2015",8135.1,176661646
"Thursday, June 4, 2015",8130.65,159470840
"Friday, June 5, 2015",8114.7,167055308
"Monday, June 8, 2015",8044.15,140075743
"Tuesday, June 9, 2015",8022.4,140217686
"Wednesday, June 10, 2015",8124.45,141030200
"Thursday, June 11, 2015",7965.35,171348959
"Friday, June 12, 2015",7982.9,140839875
"Monday, June 15, 2015",8013.9,137116389
"Tuesday, June 16, 2015",8047.3,127809460
"Wednesday, June 17, 2015",8091.55,157205716
"Thursday, June 18, 2015",8174.6,149266110
"Friday, June 19, 2015",8224.95,151575997
"Monday, June 22, 2015",8353.1,126542473
"Tuesday, June 23, 2015",8381.55,135844708
"Wednesday, June 24, 2015",8360.85,134062733
"Thursday, June 25, 2015",8398,207421340
"Friday, June 26, 2015",8381.1,113959476
"Monday, June 29, 2015",8318.4,136106699
"Tuesday, June 30, 2015",8368.5,163366250
"Wednesday, July 1, 2015",8453.05,135887471
"Thursday, July 2, 2015",8444.9,115472141
"Friday, July 3, 2015",8484.9,91142979
"Monday, July 6, 2015",8522.15,104578132
"Tuesday, July 7, 2015",8510.8,126038231
"Wednesday, July 8, 2015",8363.05,193886999
"Thursday, July 9, 2015",8328.55,135358659
"Friday, July 10, 2015",8360.55,158883926
"Monday, July 13, 2015",8459.65,121380175
"Tuesday, July 14, 2015",8454.1,104893796
"Wednesday, July 15, 2015",8523.8,108835522
"Thursday, July 16, 2015",8608.05,119637042
"Friday, July 17, 2015",8609.85,108190401
"Monday, July 20, 2015",8603.45,93439295
"Tuesday, July 21, 2015",8529.45,169151098
"Wednesday, July 22, 2015",8633.5,141018383
"Thursday, July 23, 2015",8589.8,136962516
"Friday, July 24, 2015",8521.55,131344832
"Monday, July 27, 2015",8361,140828066
"Tuesday, July 28, 2015",8337,179983810
"Wednesday, July 29, 2015",8375.05,145399010
"Thursday, July 30, 2015",8421.8,221939186
"Friday, July 31, 2015",8532.85,209629301
"Monday, August 3, 2015",8543.05,161485758
"Tuesday, August 4, 2015",8516.9,193226091
"Wednesday, August 5, 2015",8567.95,136948290
"Thursday, August 6, 2015",8588.65,139116393
"Friday, August 7, 2015",8564.6,148073594
"Monday, August 10, 2015",8525.6,127194886
"Tuesday, August 11, 2015",8462.35,159192694
"Wednesday, August 12, 2015",8349.45,195904304
"Thursday, August 13, 2015",8355.85,195079107
"Friday, August 14, 2015",8518.55,160680260
"Monday, August 17, 2015",8477.3,180083830
"Tuesday, August 18, 2015",8466.55,157991554
"Wednesday, August 19, 2015",8495.15,134512114
"Thursday, August 20, 2015",8372.75,189841783
"Friday, August 21, 2015",8299.95,207542070
"Monday, August 24, 2015",7809,322096413
"Tuesday, August 25, 2015",7880.7,308255265
"Wednesday, August 26, 2015",7791.85,223261362
"Thursday, August 27, 2015",7948.95,314422773
"Friday, August 28, 2015",8001.95,201572450
"Monday, August 31, 2015",7971.3,204254629
"Tuesday, September 1, 2015",7785.85,190581167
"Wednesday, September 2, 2015",7717,222003483
"Thursday, September 3, 2015",7823,160609681
"Friday, September 4, 2015",7655.05,199569987
"Monday, September 7, 2015",7558.8,145763902
"Tuesday, September 8, 2015",7688.25,177514609
"Wednesday, September 9, 2015",7818.6,214842731
"Thursday, September 10, 2015",7788.1,165313439
"Friday, September 11, 2015",7789.3,140576943
"Monday, September 14, 2015",7872.25,126630775
"Tuesday, September 15, 2015",7829.1,140722007
"Wednesday, September 16, 2015",7899.15,144331414
"Friday, September 18, 2015",7981.9,249313429
"Monday, September 21, 2015",7977.1,125628591
"Tuesday, September 22, 2015",7812,173569429
"Wednesday, September 23, 2015",7845.95,151196367
"Thursday, September 24, 2015",7868.5,208766516
"Monday, September 28, 2015",7795.7,140480206
"Tuesday, September 29, 2015",7843.3,248106979
"Wednesday, September 30, 2015",7948.9,217187896
"Thursday, October 1, 2015",7950.9,161809883
"Monday, October 5, 2015",8119.3,188830270
"Tuesday, October 6, 2015",8152.9,184037905
"Wednesday, October 7, 2015",8177.4,199911165
"Thursday, October 8, 2015",8129.35,177030502
"Friday, October 9, 2015",8189.7,205859184
"Monday, October 12, 2015",8143.6,205255913
"Tuesday, October 13, 2015",8131.7,150431773
"Wednesday, October 14, 2015",8107.9,143158108
"Thursday, October 15, 2015",8179.5,172429864
"Friday, October 16, 2015",8238.15,161153559
"Monday, October 19, 2015",8275.05,128300205
"Tuesday, October 20, 2015",8261.65,159947752
"Wednesday, October 21, 2015",8251.7,149270047
"Friday, October 23, 2015",8295.45,156664310
"Monday, October 26, 2015",8260.55,138006303
"Tuesday, October 27, 2015",8232.9,161493491
"Wednesday, October 28, 2015",8171.2,194708669
"Thursday, October 29, 2015",8111.75,224234135
"Friday, October 30, 2015",8065.8,205663493
"Monday, November 2, 2015",8050.8,140323983
"Tuesday, November 3, 2015",8060.7,136625382
"Wednesday, November 4, 2015",8040.2,125935846
"Thursday, November 5, 2015",7955.45,136223827
"Friday, November 6, 2015",7954.3,226329409
"Monday, November 9, 2015",7915.2,218422388
"Tuesday, November 10, 2015",7783.35,170267413
"Wednesday, November 11, 2015",7825,22380435
"Friday, November 13, 2015",7762.25,165876819
"Monday, November 16, 2015",7806.6,154134885
"Tuesday, November 17, 2015",7837.55,149451211
"Wednesday, November 18, 2015",7731.8,148037721
"Thursday, November 19, 2015",7842.75,136702518
"Friday, November 20, 2015",7856.55,156610433
"Monday, November 23, 2015",7849.25,130871603
"Tuesday, November 24, 2015",7831.6,134562905
"Thursday, November 26, 2015",7883.8,226632193
"Friday, November 27, 2015",7942.7,154863047
"Monday, November 30, 2015",7935.25,223041699
"Tuesday, December 1, 2015",7954.9,142945421
"Wednesday, December 2, 2015",7931.35,130207404
"Thursday, December 3, 2015",7864.15,129628400
"Friday, December 4, 2015",7781.9,157231681
"Monday, December 7, 2015",7765.4,141893279
"Tuesday, December 8, 2015",7701.7,139318392
"Wednesday, December 9, 2015",7612.5,144315690
"Thursday, December 10, 2015",7683.3,145249292
"Friday, December 11, 2015",7610.45,172996480
"Monday, December 14, 2015",7650.05,153492615
"Tuesday, December 15, 2015",7700.9,138479057
"Wednesday, December 16, 2015",7750.9,159149338
"Thursday, December 17, 2015",7844.35,181256780
"Friday, December 18, 2015",7761.95,197319843
"Monday, December 21, 2015",7834.45,130174102
"Tuesday, December 22, 2015",7786.1,129633328
"Wednesday, December 23, 2015",7865.95,121480721
"Thursday, December 24, 2015",7861.05,96374245
"Monday, December 28, 2015",7925.15,126737811
"Tuesday, December 29, 2015",7928.95,116535971
"Wednesday, December 30, 2015",7896.25,110145855
"Thursday, December 31, 2015",7946.35,155645098
"Friday, January 1, 2016",7963.2,64843836
"Monday, January 4, 2016",7791.3,138864905
