Date,Close,Shares traded
"Tuesday, May 15, 2012",4942.8,142119571
"Wednesday, May 16, 2012",4858.25,165048505
"Thursday, May 17, 2012",4870.2,155654031
"Friday, May 18, 2012",4891.45,154508649
"Monday, May 21, 2012",4906.05,116506971
"Tuesday, May 22, 2012",4860.5,130808278
"Wednesday, May 23, 2012",4835.65,136108067
"Thursday, May 24, 2012",4921.4,140474832
"Friday, May 25, 2012",4920.4,118191157
"Monday, May 28, 2012",4985.65,97260991
"Tuesday, May 29, 2012",4990.1,124219839
"Wednesday, May 30, 2012",4950.75,146005250
"Thursday, May 31, 2012",4924.25,296911390
"Friday, June 1, 2012",4841.6,138767416
"Monday, June 4, 2012",4848.15,152339865
"Tuesday, June 5, 2012",4863.3,141476962
"Wednesday, June 6, 2012",4997.1,185340406
"Thursday, June 7, 2012",5049.65,150558164
"Friday, June 8, 2012",5068.35,138389395
"Monday, June 11, 2012",5054.1,125615102
"Tuesday, June 12, 2012",5115.9,135478015
"Wednesday, June 13, 2012",5121.45,125668126
"Thursday, June 14, 2012",5054.75,118353366
"Friday, June 15, 2012",5139.05,155437144
"Monday, June 18, 2012",5064.25,153461067
"Tuesday, June 19, 2012",5103.85,149416155
"Wednesday, June 20, 2012",5120.55,160505645
"Thursday, June 21, 2012",5165,142992948
"Friday, June 22, 2012",5146.05,159747192
"Monday, June 25, 2012",5114.65,123503010
"Tuesday, June 26, 2012",5120.8,99404566
"Wednesday, June 27, 2012",5141.9,112269218
"Thursday, June 28, 2012",5149.15,143073791
"Friday, June 29, 2012",5278.9,226523598
"Monday, July 2, 2012",5278.6,126161441
"Tuesday, July 3, 2012",5287.95,133117055
"Wednesday, July 4, 2012",5302.55,155995887
"Thursday, July 5, 2012",5327.3,118915392
"Friday, July 6, 2012",5316.95,113300726
"Monday, July 9, 2012",5275.15,101169926
"Tuesday, July 10, 2012",5345.35,123947633
"Wednesday, July 11, 2012",5306.3,113530679
"Thursday, July 12, 2012",5235.25,131190833
"Friday, July 13, 2012",5227.25,99045088
"Monday, July 16, 2012",5197.25,106313144
"Tuesday, July 17, 2012",5192.85,111768115
"Wednesday, July 18, 2012",5216.3,109647297
"Thursday, July 19, 2012",5242.7,109769282
"Friday, July 20, 2012",5205.1,89729408
"Monday, July 23, 2012",5117.95,104770324
"Tuesday, July 24, 2012",5128.2,116516931
"Wednesday, July 25, 2012",5109.6,130965621
"Thursday, July 26, 2012",5043,180131639
"Friday, July 27, 2012",5099.85,131948378
"Monday, July 30, 2012",5199.8,117523733
"Tuesday, July 31, 2012",5229,147059808
"Wednesday, August 1, 2012",5240.5,113815730
"Thursday, August 2, 2012",5227.75,92972386
"Friday, August 3, 2012",5215.7,112918653
"Monday, August 6, 2012",5282.55,103148076
"Tuesday, August 7, 2012",5336.7,130431591
"Wednesday, August 8, 2012",5338,165954895
"Thursday, August 9, 2012",5322.95,181419777
"Friday, August 10, 2012",5320.4,130090985
"Monday, August 13, 2012",5347.9,107578773
"Tuesday, August 14, 2012",5380.35,109794400
"Thursday, August 16, 2012",5362.95,133996943
"Friday, August 17, 2012",5366.3,134985473
"Tuesday, August 21, 2012",5421,124343357
"Wednesday, August 22, 2012",5412.85,103103501
"Thursday, August 23, 2012",5415.35,127995889
"Friday, August 24, 2012",5386.7,114346965
"Monday, August 27, 2012",5350.25,89987572
"Tuesday, August 28, 2012",5334.6,123683723
"Wednesday, August 29, 2012",5287.8,157470632
"Thursday, August 30, 2012",5315.05,226494000
"Friday, August 31, 2012",5258.5,167393902
"Monday, September 3, 2012",5253.75,110380869
"Tuesday, September 4, 2012",5274,106316880
"Wednesday, September 5, 2012",5225.7,126162071
"Thursday, September 6, 2012",5238.4,134008569
"Friday, September 7, 2012",5342.1,149584722
"Saturday, September 8, 2012",5358.7,11221064
"Monday, September 10, 2012",5363.45,109607506
"Tuesday, September 11, 2012",5390,112878090
"Wednesday, September 12, 2012",5431,139920871
"Thursday, September 13, 2012",5435.35,110774177
"Friday, September 14, 2012",5577.65,233783031
"Monday, September 17, 2012",5610,258912780
"Tuesday, September 18, 2012",5600.05,175488961
"Thursday, September 20, 2012",5554.25,165684942
"Friday, September 21, 2012",5691.15,278023825
"Monday, September 24, 2012",5669.6,210419441
"Tuesday, September 25, 2012",5673.9,341387116
"Wednesday, September 26, 2012",5663.45,170771069
"Thursday, September 27, 2012",5649.5,238991690
"Friday, September 28, 2012",5703.3,163660805
"Monday, October 1, 2012",5718.8,123138510
"Wednesday, October 3, 2012",5731.25,165037864
"Thursday, October 4, 2012",5787.6,171404290
"Friday, October 5, 2012",5746.95,255569804
"Monday, October 8, 2012",5676,142319000
"Tuesday, October 9, 2012",5704.6,119300415
"Wednesday, October 10, 2012",5652.15,126294361
"Thursday, October 11, 2012",5708.05,148283847
"Friday, October 12, 2012",5676.05,130076802
"Monday, October 15, 2012",5687.25,93693482
"Tuesday, October 16, 2012",5648,117415701
"Wednesday, October 17, 2012",5660.25,123974371
"Thursday, October 18, 2012",5718.7,144097860
"Friday, October 19, 2012",5684.25,124262817
"Monday, October 22, 2012",5717.15,103372318
"Tuesday, October 23, 2012",5691.4,81501427
"Thursday, October 25, 2012",5705.3,158343061
"Friday, October 26, 2012",5664.3,101663820
"Monday, October 29, 2012",5665.6,93555816
"Tuesday, October 30, 2012",5597.9,116678775
"Wednesday, October 31, 2012",5619.7,112075316
"Thursday, November 1, 2012",5645.05,107393402
"Friday, November 2, 2012",5697.7,111162841
"Monday, November 5, 2012",5704.2,74829213
"Tuesday, November 6, 2012",5724.4,115018796
"Wednesday, November 7, 2012",5760.1,133740615
"Thursday, November 8, 2012",5738.75,117590261
"Friday, November 9, 2012",5686.25,98763127
"Monday, November 12, 2012",5683.7,92702799
"Tuesday, November 13, 2012",5666.95,16516842
"Thursday, November 15, 2012",5631,133979470
"Friday, November 16, 2012",5574.05,121900570
"Monday, November 19, 2012",5571.4,106988015
"Tuesday, November 20, 2012",5571.55,107481297
"Wednesday, November 21, 2012",5614.8,105148728
"Thursday, November 22, 2012",5627.75,94058612
"Friday, November 23, 2012",5626.6,85082220
"Monday, November 26, 2012",5635.9,79291426
"Tuesday, November 27, 2012",5727.45,134407735
"Thursday, November 29, 2012",5825,207295475
"Friday, November 30, 2012",5879.85,257047977
"Monday, December 3, 2012",5870.95,113423350
"Tuesday, December 4, 2012",5889.25,131020191
"Wednesday, December 5, 2012",5900.5,139653957
"Thursday, December 6, 2012",5930.9,140267080
"Friday, December 7, 2012",5907.4,127607078
"Monday, December 10, 2012",5908.9,95975757
"Tuesday, December 11, 2012",5898.8,137415161
"Wednesday, December 12, 2012",5888,132665649
"Thursday, December 13, 2012",5851.5,136616335
"Friday, December 14, 2012",5879.6,115159830
"Monday, December 17, 2012",5857.9,109547002
"Tuesday, December 18, 2012",5896.8,148907334
"Wednesday, December 19, 2012",5929.6,149439204
"Thursday, December 20, 2012",5916.4,123911218
"Friday, December 21, 2012",5847.7,141152911
"Monday, December 24, 2012",5855.75,85336999
"Wednesday, December 26, 2012",5905.6,83871326
"Thursday, December 27, 2012",5870.1,139613235
"Friday, December 28, 2012",5908.35,89669021
"Monday, December 31, 2012",5905.1,64809641
"Tuesday, January 1, 2013",5950.85,77902745
"Wednesday, January 2, 2013",5993.25,116057389
"Thursday, January 3, 2013",6009.5,99989933
"Friday, January 4, 2013",6016.15,113232990
"Monday, January 7, 2013",5988.4,110248018
"Tuesday, January 8, 2013",6001.7,109937502
"Wednesday, January 9, 2013",5971.5,129635568
"Thursday, January 10, 2013",5968.65,129767384
"Friday, January 11, 2013",5951.3,128022002
"Monday, January 14, 2013",6024.05,134711348
"Tuesday, January 15, 2013",6056.6,138364003
"Wednesday, January 16, 2013",6001.85,128985952
"Thursday, January 17, 2013",6039.2,178954867
"Friday, January 18, 2013",6064.4,186460701
"Monday, January 21, 2013",6082.3,130866385
"Tuesday, January 22, 2013",6048.5,129041713
"Wednesday, January 23, 2013",6054.3,136989190
"Thursday, January 24, 2013",6019.35,185210189
"Friday, January 25, 2013",6074.65,147587200
"Monday, January 28, 2013",6074.8,113113004
"Tuesday, January 29, 2013",6049.9,157553752
"Wednesday, January 30, 2013",6055.75,124222858
"Thursday, January 31, 2013",6034.75,168516750
"Friday, February 1, 2013",5998.9,159271140
"Monday, February 4, 2013",5987.25,141741868
"Tuesday, February 5, 2013",5956.9,136227506
"Wednesday, February 6, 2013",5959.2,157815926
"Thursday, February 7, 2013",5938.8,157647191
"Friday, February 8, 2013",5903.5,192607376
"Monday, February 11, 2013",5897.85,121958667
"Tuesday, February 12, 2013",5922.5,142844560
"Wednesday, February 13, 2013",5932.95,142636632
"Thursday, February 14, 2013",5896.95,143830565
"Friday, February 15, 2013",5887.4,125091945
"Monday, February 18, 2013",5898.2,114284193
"Tuesday, February 19, 2013",5939.7,100984778
"Wednesday, February 20, 2013",5943.05,135354164
"Thursday, February 21, 2013",5852.25,159401234
"Friday, February 22, 2013",5850.3,157046865
"Monday, February 25, 2013",5854.75,125128736
"Tuesday, February 26, 2013",5761.35,157360222
"Wednesday, February 27, 2013",5796.9,175165933
"Thursday, February 28, 2013",5693.05,334852895
"Friday, March 1, 2013",5719.7,174517984
"Monday, March 4, 2013",5698.5,144887325
"Tuesday, March 5, 2013",5784.25,154406134
"Wednesday, March 6, 2013",5818.6,156901392
"Thursday, March 7, 2013",5863.3,134679762
"Friday, March 8, 2013",5945.7,150781148
"Monday, March 11, 2013",5942.35,125384918
"Tuesday, March 12, 2013",5914.1,115944389
"Wednesday, March 13, 2013",5851.2,116710808
"Thursday, March 14, 2013",5908.95,149008437
"Friday, March 15, 2013",5872.6,152156666
"Monday, March 18, 2013",5835.25,102663402
"Tuesday, March 19, 2013",5745.95,182311867
"Wednesday, March 20, 2013",5694.4,187624850
"Thursday, March 21, 2013",5658.75,179177573
"Friday, March 22, 2013",5651.35,165293291
"Monday, March 25, 2013",5633.85,150388821
"Tuesday, March 26, 2013",5641.6,126500524
"Thursday, March 28, 2013",5682.55,209658945
"Monday, April 1, 2013",5704.4,97779717
"Tuesday, April 2, 2013",5748.1,106423845
"Wednesday, April 3, 2013",5672.9,140713330
"Thursday, April 4, 2013",5574.75,134586976
"Friday, April 5, 2013",5553.25,137461477
"Monday, April 8, 2013",5542.95,97021471
"Tuesday, April 9, 2013",5495.1,138184712
"Wednesday, April 10, 2013",5558.7,128558760
"Thursday, April 11, 2013",5594,146828501
"Friday, April 12, 2013",5528.55,127323273
"Monday, April 15, 2013",5568.4,142918219
"Tuesday, April 16, 2013",5688.95,142679244
"Wednesday, April 17, 2013",5688.7,154575403
"Thursday, April 18, 2013",5783.1,149883469
"Monday, April 22, 2013",5834.4,135095797
"Tuesday, April 23, 2013",5836.9,132218357
"Thursday, April 25, 2013",5916.3,199597725
"Friday, April 26, 2013",5871.45,141311877
"Monday, April 29, 2013",5904.1,118882089
"Tuesday, April 30, 2013",5930.2,153186197
"Thursday, May 2, 2013",5999.35,162376438
"Friday, May 3, 2013",5944,145754275
"Monday, May 6, 2013",5971.05,110166713
"Tuesday, May 7, 2013",6043.55,136372981
"Wednesday, May 8, 2013",6069.3,122278698
"Thursday, May 9, 2013",6050.15,109997276
"Friday, May 10, 2013",6094.75,111351573
"Saturday, May 11, 2013",6107.25,7991165
"Monday, May 13, 2013",5980.45,107948706
"Tuesday, May 14, 2013",5995.4,119265483
"Wednesday, May 15, 2013",6146.75,153892843
"Thursday, May 16, 2013",6169.9,158635506
"Friday, May 17, 2013",6187.3,147280254
"Monday, May 20, 2013",6156.9,122252978
"Tuesday, May 21, 2013",6114.1,130589228
"Wednesday, May 22, 2013",6094.5,133763685
"Thursday, May 23, 2013",5967.05,198930489
"Friday, May 24, 2013",5983.55,161622562
"Monday, May 27, 2013",6083.15,115115365
"Tuesday, May 28, 2013",6111.25,139668916
"Wednesday, May 29, 2013",6104.3,120205054
"Thursday, May 30, 2013",6124.05,194092801
"Friday, May 31, 2013",5985.95,175311989
"Monday, June 3, 2013",5939.3,112123535
"Tuesday, June 4, 2013",5919.45,114450873
"Wednesday, June 5, 2013",5923.85,110223279
"Thursday, June 6, 2013",5921.4,114174694
"Friday, June 7, 2013",5881,118346364
"Monday, June 10, 2013",5878,100130739
"Tuesday, June 11, 2013",5788.8,180902123
"Wednesday, June 12, 2013",5760.2,140394424
"Thursday, June 13, 2013",5699.1,142041404
"Friday, June 14, 2013",5808.4,124410018
"Monday, June 17, 2013",5850.05,107160887
"Tuesday, June 18, 2013",5813.6,117541145
"Wednesday, June 19, 2013",5822.25,115539008
"Thursday, June 20, 2013",5655.9,198400131
"Friday, June 21, 2013",5667.65,182410583
"Monday, June 24, 2013",5590.25,193488581
"Tuesday, June 25, 2013",5609.1,196571543
"Wednesday, June 26, 2013",5588.7,160095940
"Thursday, June 27, 2013",5682.35,239029425
"Friday, June 28, 2013",5842.2,214402430
"Monday, July 1, 2013",5898.85,144794030
"Tuesday, July 2, 2013",5857.55,145721790
"Wednesday, July 3, 2013",5770.9,160523863
"Thursday, July 4, 2013",5836.95,151929179
"Friday, July 5, 2013",5867.9,123586417
"Monday, July 8, 2013",5811.55,127624733
"Tuesday, July 9, 2013",5859,110427867
"Wednesday, July 10, 2013",5816.7,117516350
"Thursday, July 11, 2013",5935.1,120195681
"Friday, July 12, 2013",6009,127707078
"Monday, July 15, 2013",6030.8,116275729
"Tuesday, July 16, 2013",5955.25,151162819
"Wednesday, July 17, 2013",5973.3,191516153
"Thursday, July 18, 2013",6038.05,171728134
"Friday, July 19, 2013",6029.2,163311714
"Monday, July 22, 2013",6031.8,115168337
"Tuesday, July 23, 2013",6077.8,126469251
"Wednesday, July 24, 2013",5990.5,151931749
"Thursday, July 25, 2013",5907.5,237081135
"Friday, July 26, 2013",5886.2,174535664
"Monday, July 29, 2013",5831.65,173430612
"Tuesday, July 30, 2013",5755.05,181489174
"Wednesday, July 31, 2013",5742,235469131
"Thursday, August 1, 2013",5727.85,216762208
"Friday, August 2, 2013",5677.9,222494469
"Monday, August 5, 2013",5685.4,197167952
"Tuesday, August 6, 2013",5542.25,216227972
"Wednesday, August 7, 2013",5519.1,245010773
"Thursday, August 8, 2013",5565.65,204918722
"Monday, August 12, 2013",5612.4,195708484
"Tuesday, August 13, 2013",5699.3,222997337
"Wednesday, August 14, 2013",5742.3,223656483
"Friday, August 16, 2013",5507.85,248094094
"Monday, August 19, 2013",5414.75,219672819
"Tuesday, August 20, 2013",5401.45,261052792
"Wednesday, August 21, 2013",5302.55,255004311
"Thursday, August 22, 2013",5408.45,284468531
"Friday, August 23, 2013",5471.75,251511910
"Monday, August 26, 2013",5476.5,241996358
"Tuesday, August 27, 2013",5287.45,306037010
"Wednesday, August 28, 2013",5285,335993745
"Thursday, August 29, 2013",5409.05,326499273
"Friday, August 30, 2013",5471.8,336401705
"Monday, September 2, 2013",5550.75,214232444
"Tuesday, September 3, 2013",5341.45,250298844
"Wednesday, September 4, 2013",5448.1,237230494
"Thursday, September 5, 2013",5592.95,274937515
"Friday, September 6, 2013",5680.4,253030740
"Tuesday, September 10, 2013",5896.75,275244175
"Wednesday, September 11, 2013",5913.15,265006808
"Thursday, September 12, 2013",5850.7,272987246
"Friday, September 13, 2013",5850.6,190768447
"Monday, September 16, 2013",5840.55,219455842
"Tuesday, September 17, 2013",5850.2,157938740
"Wednesday, September 18, 2013",5899.45,153585493
"Thursday, September 19, 2013",6115.55,287191701
"Friday, September 20, 2013",6012.1,318645265
"Monday, September 23, 2013",5889.75,188322506
"Tuesday, September 24, 2013",5892.45,187578148
"Wednesday, September 25, 2013",5873.85,200162195
"Thursday, September 26, 2013",5882.25,220589737
"Friday, September 27, 2013",5833.2,163067913
"Monday, September 30, 2013",5735.3,155674706
"Tuesday, October 1, 2013",5780.05,159247089
"Thursday, October 3, 2013",5909.7,199793235
"Friday, October 4, 2013",5907.3,191469248
"Monday, October 7, 2013",5906.15,156387945
"Tuesday, October 8, 2013",5928.4,158527593
"Wednesday, October 9, 2013",6007.45,192037125
"Thursday, October 10, 2013",6020.95,159607329
"Friday, October 11, 2013",6096.2,180834257
"Monday, October 14, 2013",6112.7,142173640
"Tuesday, October 15, 2013",6089.05,218304334
"Thursday, October 17, 2013",6045.85,230561463
"Friday, October 18, 2013",6189.35,250339955
"Monday, October 21, 2013",6204.95,196989071
"Tuesday, October 22, 2013",6202.8,161943721
"Wednesday, October 23, 2013",6178.35,188285223
"Thursday, October 24, 2013",6164.35,176235553
"Friday, October 25, 2013",6144.9,144531462
"Monday, October 28, 2013",6101.1,146340691
"Tuesday, October 29, 2013",6220.9,197348371
"Wednesday, October 30, 2013",6251.7,177583848
"Thursday, October 31, 2013",6299.15,239607127
"Friday, November 1, 2013",6307.2,191639789
"Sunday, November 3, 2013",6317.35,23856924
"Tuesday, November 5, 2013",6253.15,181053761
"Wednesday, November 6, 2013",6215.15,157080263
"Thursday, November 7, 2013",6187.25,168832431
"Friday, November 8, 2013",6140.75,150051986
"Monday, November 11, 2013",6078.8,146060450
"Tuesday, November 12, 2013",6018.05,153812590
"Wednesday, November 13, 2013",5989.6,162538228
"Thursday, November 14, 2013",6056.15,154913925
"Monday, November 18, 2013",6189,163991212
"Tuesday, November 19, 2013",6203.35,161514064
"Wednesday, November 20, 2013",6122.9,155794838
"Thursday, November 21, 2013",5999.05,137232011
"Friday, November 22, 2013",5995.45,134755917
"Monday, November 25, 2013",6115.35,127195086
"Tuesday, November 26, 2013",6059.1,150661397
"Wednesday, November 27, 2013",6057.1,124875896
"Thursday, November 28, 2013",6091.85,195315802
"Friday, November 29, 2013",6176.1,190711115
"Monday, December 2, 2013",6217.85,145948276
"Tuesday, December 3, 2013",6201.85,156852586
"Wednesday, December 4, 2013",6160.95,186169067
"Thursday, December 5, 2013",6241.1,186060466
"Friday, December 6, 2013",6259.9,158539890
"Monday, December 9, 2013",6363.9,198285630
"Tuesday, December 10, 2013",6332.85,242412856
"Wednesday, December 11, 2013",6307.9,148196394
"Thursday, December 12, 2013",6237.05,148533899
"Friday, December 13, 2013",6168.4,169650657
"Monday, December 16, 2013",6154.7,146451539
"Tuesday, December 17, 2013",6139.05,154174701
"Wednesday, December 18, 2013",6217.15,243250558
"Thursday, December 19, 2013",6166.65,437039204
"Friday, December 20, 2013",6274.25,171969981
"Monday, December 23, 2013",6284.5,131187586
"Tuesday, December 24, 2013",6268.4,107642909
"Thursday, December 26, 2013",6278.9,182310258
"Friday, December 27, 2013",6313.8,96867388
"Monday, December 30, 2013",6291.1,101271820
"Tuesday, December 31, 2013",6304,103439312
"Wednesday, January 1, 2014",6301.65,69567668
"Thursday, January 2, 2014",6221.15,158132556
"Friday, January 3, 2014",6211.15,139043889
"Monday, January 6, 2014",6191.45,118344976
"Tuesday, January 7, 2014",6162.25,138559000
"Wednesday, January 8, 2014",6174.6,146912639
"Thursday, January 9, 2014",6168.35,150064466
"Friday, January 10, 2014",6171.45,159920407
"Monday, January 13, 2014",6272.75,135009945
"Tuesday, January 14, 2014",6241.85,110231153
"Wednesday, January 15, 2014",6320.9,145922867
"Thursday, January 16, 2014",6318.9,153420441
"Friday, January 17, 2014",6261.65,167719501
"Monday, January 20, 2014",6303.95,122136071
"Tuesday, January 21, 2014",6313.8,141728380
"Wednesday, January 22, 2014",6338.95,137490525
"Thursday, January 23, 2014",6345.65,120054602
"Friday, January 24, 2014",6266.75,160270856
"Monday, January 27, 2014",6135.85,190442601
"Tuesday, January 28, 2014",6126.25,184111740
"Wednesday, January 29, 2014",6120.25,146733030
"Thursday, January 30, 2014",6073.7,208061426
"Friday, January 31, 2014",6089.5,146713083
"Monday, February 3, 2014",6001.8,134893587
"Tuesday, February 4, 2014",6000.9,183252654
"Wednesday, February 5, 2014",6022.4,166627311
"Thursday, February 6, 2014",6036.3,185503324
"Friday, February 7, 2014",6063.2,181932292
"Monday, February 10, 2014",6053.45,133070328
"Tuesday, February 11, 2014",6062.7,150520900
"Wednesday, February 12, 2014",6084,138547391
"Thursday, February 13, 2014",6001.1,153652371
"Friday, February 14, 2014",6048.35,140204479
"Monday, February 17, 2014",6073.3,108492457
"Tuesday, February 18, 2014",6127.1,126639146
"Wednesday, February 19, 2014",6152.75,95248833
"Thursday, February 20, 2014",6091.45,132108928
"Friday, February 21, 2014",6155.45,112596128
"Monday, February 24, 2014",6186.1,144877047
"Tuesday, February 25, 2014",6200.05,146259298
"Wednesday, February 26, 2014",6238.8,181663811
"Friday, February 28, 2014",6276.95,209914263
"Monday, March 3, 2014",6221.45,144562338
"Tuesday, March 4, 2014",6297.95,166818924
"Wednesday, March 5, 2014",6328.65,160300066
"Thursday, March 6, 2014",6401.15,180731810
"Friday, March 7, 2014",6526.65,284922346
"Monday, March 10, 2014",6537.25,242143703
"Tuesday, March 11, 2014",6511.9,238994883
"Wednesday, March 12, 2014",6516.9,174977068
"Thursday, March 13, 2014",6493.1,167858387
"Friday, March 14, 2014",6504.2,177336088
"Tuesday, March 18, 2014",6516.65,179308616
"Wednesday, March 19, 2014",6524.05,172464722
"Thursday, March 20, 2014",6483.1,141984189
"Friday, March 21, 2014",6493.2,189854420
"Saturday, March 22, 2014",6494.9,9774392
"Monday, March 24, 2014",6583.5,158395722
"Tuesday, March 25, 2014",6589.75,168125064
"Wednesday, March 26, 2014",6601.4,186570474
"Thursday, March 27, 2014",6641.75,312383468
"Friday, March 28, 2014",6695.9,134114378
"Monday, March 31, 2014",6704.2,177579421
"Tuesday, April 1, 2014",6721.05,147136671
"Wednesday, April 2, 2014",6752.55,173335875
"Thursday, April 3, 2014",6736.1,197546648
"Friday, April 4, 2014",6694.35,155127592
"Monday, April 7, 2014",6695.05,133947319
"Wednesday, April 9, 2014",6796.2,169794626
"Thursday, April 10, 2014",6796.4,191125947
"Friday, April 11, 2014",6776.3,140734579
"Tuesday, April 15, 2014",6733.1,123197822
"Wednesday, April 16, 2014",6675.3,119768833
"Thursday, April 17, 2014",6779.4,131488368
"Monday, April 21, 2014",6817.65,111840313
"Tuesday, April 22, 2014",6815.35,114693049
"Wednesday, April 23, 2014",6840.8,182972972
"Friday, April 25, 2014",6782.75,154320793
"Monday, April 28, 2014",6761.25,118162668
"Tuesday, April 29, 2014",6715.25,115511531
"Wednesday, April 30, 2014",6696.4,161106871
"Friday, May 2, 2014",6694.8,114275323
"Monday, May 5, 2014",6699.35,104989653
"Tuesday, May 6, 2014",6715.3,88291413
"Wednesday, May 7, 2014",6652.55,114099791
"Thursday, May 8, 2014",6659.85,101549745
"Friday, May 9, 2014",6858.8,166442779
"Monday, May 12, 2014",7014.25,157725090
"Tuesday, May 13, 2014",7108.75,232221733
"Wednesday, May 14, 2014",7108.75,177204155
"Thursday, May 15, 2014",7123.15,186848485
"Friday, May 16, 2014",7203,393156741
"Monday, May 19, 2014",7263.55,316246557
"Tuesday, May 20, 2014",7275.5,255333095
"Wednesday, May 21, 2014",7252.9,203137825
"Thursday, May 22, 2014",7276.4,240943899
"Friday, May 23, 2014",7367.1,259638086
"Monday, May 26, 2014",7359.05,273236339
"Tuesday, May 27, 2014",7318,168599276
"Wednesday, May 28, 2014",7329.65,175595609
"Thursday, May 29, 2014",7235.65,241115398
"Friday, May 30, 2014",7229.95,312152571
"Monday, June 2, 2014",7362.5,169891181
"Tuesday, June 3, 2014",7415.85,234680218
"Wednesday, June 4, 2014",7402.25,204592241
"Thursday, June 5, 2014",7474.1,250660653
"Friday, June 6, 2014",7583.4,248397596
"Monday, June 9, 2014",7654.6,231879926
"Tuesday, June 10, 2014",7656.4,188669182
"Wednesday, June 11, 2014",7626.85,186182446
"Thursday, June 12, 2014",7649.9,148207144
"Friday, June 13, 2014",7542.1,174522339
"Monday, June 16, 2014",7533.55,155377979
"Tuesday, June 17, 2014",7631.7,157961787
"Wednesday, June 18, 2014",7558.2,165078941
"Thursday, June 19, 2014",7540.7,148852437
"Friday, June 20, 2014",7511.45,124132217
"Monday, June 23, 2014",7493.35,127404790
"Tuesday, June 24, 2014",7580.2,137002483
"Wednesday, June 25, 2014",7569.25,114968325
"Thursday, June 26, 2014",7493.2,171676960
"Friday, June 27, 2014",7508.8,126673395
"Monday, June 30, 2014",7611.35,152303166
"Tuesday, July 1, 2014",7634.7,139431498
"Wednesday, July 2, 2014",7725.15,136324329
"Thursday, July 3, 2014",7714.8,133755275
"Friday, July 4, 2014",7751.6,113070488
"Monday, July 7, 2014",7787.15,173926355
"Tuesday, July 8, 2014",7623.2,180646306
"Wednesday, July 9, 2014",7585,168348843
"Thursday, July 10, 2014",7567.75,258385778
"Friday, July 11, 2014",7459.6,187592951
"Monday, July 14, 2014",7454.15,135231220
"Tuesday, July 15, 2014",7526.65,122068670
"Wednesday, July 16, 2014",7624.4,167973291
"Thursday, July 17, 2014",7640.45,141612002
"Friday, July 18, 2014",7663.9,134603073
"Monday, July 21, 2014",7684.2,105401279
"Tuesday, July 22, 2014",7767.85,120081148
"Wednesday, July 23, 2014",7795.75,122119113
"Thursday, July 24, 2014",7830.6,117608370
"Friday, July 25, 2014",7790.45,153936037
"Monday, July 28, 2014",7748.7,116534670
"Wednesday, July 30, 2014",7791.4,178110084
"Thursday, July 31, 2014",7721.3,208857257
"Friday, August 1, 2014",7602.6,181070405
"Monday, August 4, 2014",7683.65,137040004
"Tuesday, August 5, 2014",7746.55,128238762
"Wednesday, August 6, 2014",7672.05,116361342
"Thursday, August 7, 2014",7649.25,116792296
"Friday, August 8, 2014",7568.55,118429659
"Monday, August 11, 2014",7625.95,106972573
"Tuesday, August 12, 2014",7727.05,120611660
"Wednesday, August 13, 2014",7739.55,154083920
"Thursday, August 14, 2014",7791.7,127328105
"Monday, August 18, 2014",7874.25,126742201
"Tuesday, August 19, 2014",7897.5,140615189
"Wednesday, August 20, 2014",7875.3,117321408
"Thursday, August 21, 2014",7891.1,115221672
"Friday, August 22, 2014",7913.2,104074858
"Monday, August 25, 2014",7906.3,118465594
"Tuesday, August 26, 2014",7904.75,142829732
"Wednesday, August 27, 2014",7936.05,119961224
"Thursday, August 28, 2014",7954.35,189698796
"Monday, September 1, 2014",8027.7,139328061
"Tuesday, September 2, 2014",8083.05,134897503
"Wednesday, September 3, 2014",8114.6,150726992
"Thursday, September 4, 2014",8095.95,141280504
"Friday, September 5, 2014",8086.85,125981094
"Monday, September 8, 2014",8173.9,120694390
"Tuesday, September 9, 2014",8152.95,104740540
"Wednesday, September 10, 2014",8094.1,107064326
"Thursday, September 11, 2014",8085.7,122818159
"Friday, September 12, 2014",8105.5,111444349
"Monday, September 15, 2014",8042,96502556
"Tuesday, September 16, 2014",7932.9,127952551
"Wednesday, September 17, 2014",7975.5,123722390
"Thursday, September 18, 2014",8114.75,116930309
"Friday, September 19, 2014",8121.45,161284509
"Monday, September 22, 2014",8146.3,105507265
"Tuesday, September 23, 2014",8017.55,140780912
"Wednesday, September 24, 2014",8002.4,182208501
"Thursday, September 25, 2014",7911.85,231899016
"Friday, September 26, 2014",7968.85,147835866
"Monday, September 29, 2014",7958.9,97267975
"Tuesday, September 30, 2014",7964.8,141142071
"Wednesday, October 1, 2014",7945.55,112997913
"Tuesday, October 7, 2014",7852.4,148199508
"Wednesday, October 8, 2014",7842.7,135914083
"Thursday, October 9, 2014",7960.55,123767811
"Friday, October 10, 2014",7859.95,142926893
"Monday, October 13, 2014",7884.25,118781369
"Tuesday, October 14, 2014",7864,225472732
"Thursday, October 16, 2014",7748.2,213529479
"Friday, October 17, 2014",7779.7,177623196
"Monday, October 20, 2014",7879.4,176171562
"Tuesday, October 21, 2014",7927.75,163403385
"Wednesday, October 22, 2014",7995.9,151104463
"Thursday, October 23, 2014",8014.55,19640498
"Monday, October 27, 2014",7991.7,132824881
"Tuesday, October 28, 2014",8027.6,124058566
"Wednesday, October 29, 2014",8090.45,148313096
